"Antenna Algorithm Name","Technology","Direction","Channel Model","Signal to Interference Ratio (dB)","2x2 (%)","4x4 (%)","8x8 (%)","3x3 (%)"
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","4","29.53","55.18","73.91",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","6","36.45","72.09","101.23",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","8","43.2","90.39","133.86",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","10","49.44","108.98","170.55",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","12","55","126.87","209.4",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","14","59.81","143.37","248.34",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","16","63.93","158.14","285.62",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","18","67.42","171.11","320.07",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","20","70.39","182.38","351.16",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","25","76.04","204.38","414.2",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","30","79.96","219.91","460.02",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","40","84.95","239.81","519.44",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","50","87.96","251.84","555.51",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","60","89.97","259.86","579.59",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","70","91.4","265.6","596.79",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","80","92.47","269.9","609.69",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","90","93.31","273.24","619.73",""
"Smart Antenna + MIMO","LTE","Downlink","ETU - 70 km/h","100","93.98","275.92","627.75",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","-10","2.38","3.63","4.27",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","-5","6.85","10.77","12.87",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","0","16.99","28.77","35.94",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","2","22.9","40.58","52.26",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","4","29.53","55.18","73.91",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","6","36.45","72.09","101.23",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","8","43.2","90.39","133.86",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","10","49.44","108.98","170.55",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","12","55","126.87","209.4",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","14","59.81","143.37","248.34",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","16","63.93","158.14","285.62",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","18","67.42","171.11","320.07",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","20","70.39","182.38","351.16",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","25","76.04","204.38","414.2",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","30","79.96","219.91","460.02",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","40","84.95","239.81","519.44",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","50","87.96","251.84","555.51",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","60","89.97","259.86","579.59",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","70","91.4","265.6","596.79",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","80","92.47","269.9","609.69",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","90","93.31","273.24","619.73",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 5 km/h","100","93.98","275.92","627.75",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","-10","2.38","3.63","4.27",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","-5","6.85","10.77","12.87",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","0","16.99","28.77","35.94",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","2","22.9","40.58","52.26",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","4","29.53","55.18","73.91",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","6","36.45","72.09","101.23",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","8","43.2","90.39","133.86",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","10","49.44","108.98","170.55",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","12","55","126.87","209.4",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","14","59.81","143.37","248.34",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","16","63.93","158.14","285.62",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","18","67.42","171.11","320.07",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","20","70.39","182.38","351.16",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","25","76.04","204.38","414.2",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","30","79.96","219.91","460.02",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","40","84.95","239.81","519.44",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","50","87.96","251.84","555.51",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","60","89.97","259.86","579.59",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","70","91.4","265.6","596.79",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","80","92.47","269.9","609.69",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","90","93.31","273.24","619.73",""
"Smart Antenna + MIMO","LTE","Downlink","EVA - 70 km/h","100","93.98","275.92","627.75",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","-10","2.38","3.63","4.27",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","-5","6.85","10.77","12.87",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","0","16.99","28.77","35.94",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","2","22.9","40.58","52.26",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","4","29.53","55.18","73.91",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","6","36.45","72.09","101.23",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","8","43.2","90.39","133.86",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","10","49.44","108.98","170.55",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","12","55","126.87","209.4",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","14","59.81","143.37","248.34",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","16","63.93","158.14","285.62",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","18","67.42","171.11","320.07",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","20","70.39","182.38","351.16",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","25","76.04","204.38","414.2",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","30","79.96","219.91","460.02",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","40","84.95","239.81","519.44",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","50","87.96","251.84","555.51",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","60","89.97","259.86","579.59",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","70","91.4","265.6","596.79",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","80","92.47","269.9","609.69",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","90","93.31","273.24","619.73",""
"Smart Antenna + MIMO","LTE","Uplink","EPA - 5 km/h","100","93.98","275.92","627.75",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","-10","2.38","3.63","4.27",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","-5","6.85","10.77","12.87",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","0","16.99","28.77","35.94",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","2","22.9","40.58","52.26",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","4","29.53","55.18","73.91",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","6","36.45","72.09","101.23",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","8","43.2","90.39","133.86",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","10","49.44","108.98","170.55",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","12","55","126.87","209.4",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","14","59.81","143.37","248.34",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","16","63.93","158.14","285.62",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","18","67.42","171.11","320.07",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","20","70.39","182.38","351.16",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","25","76.04","204.38","414.2",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","30","79.96","219.91","460.02",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","40","84.95","239.81","519.44",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","50","87.96","251.84","555.51",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","60","89.97","259.86","579.59",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","70","91.4","265.6","596.79",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","80","92.47","269.9","609.69",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","90","93.31","273.24","619.73",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 300 km/h","100","93.98","275.92","627.75",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","-10","2.38","3.63","4.27",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","-5","6.85","10.77","12.87",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","0","16.99","28.77","35.94",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","2","22.9","40.58","52.26",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","4","29.53","55.18","73.91",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","6","36.45","72.09","101.23",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","8","43.2","90.39","133.86",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","10","49.44","108.98","170.55",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","12","55","126.87","209.4",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","14","59.81","143.37","248.34",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","16","63.93","158.14","285.62",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","18","67.42","171.11","320.07",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","20","70.39","182.38","351.16",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","25","76.04","204.38","414.2",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","30","79.96","219.91","460.02",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","40","84.95","239.81","519.44",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","50","87.96","251.84","555.51",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","60","89.97","259.86","579.59",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","70","91.4","265.6","596.79",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","80","92.47","269.9","609.69",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","90","93.31","273.24","619.73",""
"Smart Antenna + MIMO","LTE","Uplink","ETU - 70 km/h","100","93.98","275.92","627.75",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","-10","2.38","3.63","4.27",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","-5","6.85","10.77","12.87",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","0","16.99","28.77","35.94",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","2","22.9","40.58","52.26",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","4","29.53","55.18","73.91",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","6","36.45","72.09","101.23",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","8","43.2","90.39","133.86",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","10","49.44","108.98","170.55",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","12","55","126.87","209.4",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","14","59.81","143.37","248.34",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","16","63.93","158.14","285.62",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","18","67.42","171.11","320.07",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","20","70.39","182.38","351.16",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","25","76.04","204.38","414.2",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","30","79.96","219.91","460.02",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","40","84.95","239.81","519.44",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","50","87.96","251.84","555.51",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","60","89.97","259.86","579.59",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","70","91.4","265.6","596.79",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","80","92.47","269.9","609.69",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","90","93.31","273.24","619.73",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 5 km/h","100","93.98","275.92","627.75",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","-10","2.38","3.63","4.27",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","-5","6.85","10.77","12.87",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","0","16.99","28.77","35.94",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","2","22.9","40.58","52.26",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","4","29.53","55.18","73.91",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","6","36.45","72.09","101.23",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","8","43.2","90.39","133.86",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","10","49.44","108.98","170.55",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","12","55","126.87","209.4",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","14","59.81","143.37","248.34",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","16","63.93","158.14","285.62",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","18","67.42","171.11","320.07",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","20","70.39","182.38","351.16",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","25","76.04","204.38","414.2",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","30","79.96","219.91","460.02",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","40","84.95","239.81","519.44",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","50","87.96","251.84","555.51",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","60","89.97","259.86","579.59",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","70","91.4","265.6","596.79",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","80","92.47","269.9","609.69",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","90","93.31","273.24","619.73",""
"Smart Antenna + MIMO","LTE","Uplink","EVA - 70 km/h","100","93.98","275.92","627.75",""
"Automatic MIMO Switching","WiFi","Downlink","AMS","-10","2.38","3.63","4.27","3.21"
"Automatic MIMO Switching","WiFi","Downlink","AMS","-5","6.85","10.77","12.87","9.42"
"Automatic MIMO Switching","WiFi","Downlink","AMS","0","16.99","28.77","35.94","24.51"
"Automatic MIMO Switching","WiFi","Downlink","AMS","2","22.9","40.58","52.26","33.99"
"Automatic MIMO Switching","WiFi","Downlink","AMS","4","29.53","55.18","73.91","45.28"
"Automatic MIMO Switching","WiFi","Downlink","AMS","6","36.45","72.09","101.23","57.8"
"Automatic MIMO Switching","WiFi","Downlink","AMS","8","43.2","90.39","133.86","70.79"
"Automatic MIMO Switching","WiFi","Downlink","AMS","10","49.44","108.98","170.55","83.45"
"Automatic MIMO Switching","WiFi","Downlink","AMS","12","55","126.87","209.4","95.22"
"Automatic MIMO Switching","WiFi","Downlink","AMS","14","59.81","143.37","248.34","105.77"
"Automatic MIMO Switching","WiFi","Downlink","AMS","16","63.93","158.14","285.62","115.01"
"Automatic MIMO Switching","WiFi","Downlink","AMS","18","67.42","171.11","320.07","123"
"Automatic MIMO Switching","WiFi","Downlink","AMS","20","70.39","182.38","351.16","129.86"
"Automatic MIMO Switching","WiFi","Downlink","AMS","25","76.04","204.38","414.2","143.1"
"Automatic MIMO Switching","WiFi","Downlink","AMS","30","79.96","219.91","460.02","152.38"
"Automatic MIMO Switching","WiFi","Downlink","AMS","40","84.95","239.81","519.44","164.22"
"Automatic MIMO Switching","WiFi","Downlink","AMS","50","87.96","251.84","555.51","171.37"
"Automatic MIMO Switching","WiFi","Downlink","AMS","60","89.97","259.86","579.59","176.14"
"Automatic MIMO Switching","WiFi","Downlink","AMS","70","91.4","265.6","596.79","179.55"
"Automatic MIMO Switching","WiFi","Downlink","AMS","80","92.47","269.9","609.69","182.11"
"Automatic MIMO Switching","WiFi","Downlink","AMS","90","93.31","273.24","619.73","184.1"
"Automatic MIMO Switching","WiFi","Downlink","AMS","100","93.98","275.92","627.75","185.69"
"MIMO","WiFi","Downlink","MIMO","-10","2.38","3.63","4.27","3.21"
"MIMO","WiFi","Downlink","MIMO","-5","6.85","10.77","12.87","9.42"
"MIMO","WiFi","Downlink","MIMO","0","16.99","28.77","35.94","24.51"
"MIMO","WiFi","Downlink","MIMO","2","22.9","40.58","52.26","33.99"
"MIMO","WiFi","Downlink","MIMO","4","29.53","55.18","73.91","45.28"
"MIMO","WiFi","Downlink","MIMO","6","36.45","72.09","101.23","57.8"
"MIMO","WiFi","Downlink","MIMO","8","43.2","90.39","133.86","70.79"
"MIMO","WiFi","Downlink","MIMO","10","49.44","108.98","170.55","83.45"
"MIMO","WiFi","Downlink","MIMO","12","55","126.87","209.4","95.22"
"MIMO","WiFi","Downlink","MIMO","14","59.81","143.37","248.34","105.77"
"MIMO","WiFi","Downlink","MIMO","16","63.93","158.14","285.62","115.01"
"MIMO","WiFi","Downlink","MIMO","18","67.42","171.11","320.07","123"
"MIMO","WiFi","Downlink","MIMO","20","70.39","182.38","351.16","129.86"
"MIMO","WiFi","Downlink","MIMO","25","76.04","204.38","414.2","143.1"
"MIMO","WiFi","Downlink","MIMO","30","79.96","219.91","460.02","152.38"
"MIMO","WiFi","Downlink","MIMO","40","84.95","239.81","519.44","164.22"
"MIMO","WiFi","Downlink","MIMO","50","87.96","251.84","555.51","171.37"
"MIMO","WiFi","Downlink","MIMO","60","89.97","259.86","579.59","176.14"
"MIMO","WiFi","Downlink","MIMO","70","91.4","265.6","596.79","179.55"
"MIMO","WiFi","Downlink","MIMO","80","92.47","269.9","609.69","182.11"
"MIMO","WiFi","Downlink","MIMO","90","93.31","273.24","619.73","184.1"
"MIMO","WiFi","Downlink","MIMO","100","93.98","275.92","627.75","185.69"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","-10","2.38","3.63","4.27","3.21"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","-5","6.85","10.77","12.87","9.42"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","0","16.99","28.77","35.94","24.51"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","2","22.9","40.58","52.26","33.99"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","4","29.53","55.18","73.91","45.28"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","6","36.45","72.09","101.23","57.8"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","8","43.2","90.39","133.86","70.79"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","10","49.44","108.98","170.55","83.45"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","12","55","126.87","209.4","95.22"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","14","59.81","143.37","248.34","105.77"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","16","63.93","158.14","285.62","115.01"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","18","67.42","171.11","320.07","123"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","20","70.39","182.38","351.16","129.86"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","25","76.04","204.38","414.2","143.1"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","30","79.96","219.91","460.02","152.38"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","40","84.95","239.81","519.44","164.22"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","50","87.96","251.84","555.51","171.37"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","60","89.97","259.86","579.59","176.14"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","70","91.4","265.6","596.79","179.55"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","80","92.47","269.9","609.69","182.11"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","90","93.31","273.24","619.73","184.1"
"Smart Antenna + AMS","WiFi","Downlink","SmartAntennaAMS","100","93.98","275.92","627.75","185.69"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","-10","2.38","3.63","4.27","3.21"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","-5","6.85","10.77","12.87","9.42"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","0","16.99","28.77","35.94","24.51"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","2","22.9","40.58","52.26","33.99"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","4","29.53","55.18","73.91","45.28"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","6","36.45","72.09","101.23","57.8"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","8","43.2","90.39","133.86","70.79"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","10","49.44","108.98","170.55","83.45"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","12","55","126.87","209.4","95.22"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","14","59.81","143.37","248.34","105.77"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","16","63.93","158.14","285.62","115.01"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","18","67.42","171.11","320.07","123"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","20","70.39","182.38","351.16","129.86"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","25","76.04","204.38","414.2","143.1"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","30","79.96","219.91","460.02","152.38"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","40","84.95","239.81","519.44","164.22"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","50","87.96","251.84","555.51","171.37"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","60","89.97","259.86","579.59","176.14"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","70","91.4","265.6","596.79","179.55"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","80","92.47","269.9","609.69","182.11"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","90","93.31","273.24","619.73","184.1"
"Smart Antenna + MIMO","WiFi","Downlink","SmartAntennaMIMO","100","93.98","275.92","627.75","185.69"
"Smart Antenna + AMS","WiMAX","Downlink","n/a","-10","2.38","3.63","4.27",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","-5","6.85","10.77","12.87",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","0","16.99","28.77","35.94",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","2","22.9","40.58","52.26",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","4","29.53","55.18","73.91",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","6","36.45","72.09","101.23",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","8","43.2","90.39","133.86",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","10","49.44","108.98","170.55",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","12","55","126.87","209.4",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","14","59.81","143.37","248.34",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","16","63.93","158.14","285.62",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","18","67.42","171.11","320.07",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","20","70.39","182.38","351.16",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","25","76.04","204.38","414.2",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","30","79.96","219.91","460.02",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","40","84.95","239.81","519.44",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","50","87.96","251.84","555.51",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","60","89.97","259.86","579.59",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","70","91.4","265.6","596.79",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","80","92.47","269.9","609.69",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","90","93.31","273.24","619.73",""
"Smart Antenna + AMS","WiMAX","Downlink","n/a","100","93.98","275.92","627.75",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","-10","2.38","3.63","4.27",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","-5","6.85","10.77","12.87",""
